Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_1rJumK1GQAPa3Dn,Farm 6,20.63459778,-87.06950378,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3nuSQuvCgPCzgEc,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8ogHBJDWEkHHYI1,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,No,4,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly agree,1
R_2zvZQXbsSZpeWW9,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly agree,Yes,Strongly Agree,No,Somewhat agree,0
R_r8cTcwJWxGQ9EfT,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_zVkiIiqWslWcLcJ,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,4,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1jNGWMzMq6qNwLX,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_25uyBUHBd8IcGNd,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,120,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ZagqwNFgB5JRcmB,Farm 6,20.63459778,-87.06950378,Permanent,Yes,15,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3dEAEpU2NVHgMfG,Farm 6,19.43539429,-99.1427002,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1zSDzGyCn65jJRL,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Agree nor disagree,Yes,Somewhat agree,1
R_2U6o3g0oWZGujon,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,0
R_2PB8NA52Xyky9lQ,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Don't know,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1LS6E7RH9TOoled,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,7,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3Pi8pE8VS6Z1dn6,Farm 6,20.63459778,-87.06950378,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Somewhat disagree,1
R_1mqpwuVVwWpreUc,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,15,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3hiQMakjxfzE3oM,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,No,3,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Agree nor disagree,0
R_vVJYfyH70aO9qc9,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Very satisfied,No,Yes,Very good,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_1GNcuJdrZoosCM2,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3KVEHaRiXc0iWe1,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,24,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2aQTLif7kpk9Ok5,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,36,Somewhat Satisfied,Yes,No,Somewhat bad,Strongly agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_6eRbr9x1fWtwk5r,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,24,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_1ooi5xeJkEGrCMa,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Neither good or bad,Strongly disagree,No,Somewhat agree,Yes,Agree nor disagree,0
R_1MVPXvKoqqKKseD,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,48,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2XjslPMhYGyJooU,Farm 6,20.63459778,-87.06950378,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly disagree,Yes,Strongly disagree,1
R_1GJROSkMoECdETb,Farm 6,19.37159729,-99.15630341,Permanent,No,24,Somewhat Satisfied,No,No,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Somewhat agree,1
R_2tCZ29rRR5B3tKd,Farm 6,19.43539429,-99.1427002,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2BaHTEH5MCAbdbk,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3sytnfJj5TqIfQh,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,No,2,Very satisfied,Yes,No,Very good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,0
R_qVjGUungh6E5R7j,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_bHm3wJSr9BOzMDn,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,18,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3KYKSdxUEt5zVZm,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OfCf88j3qB8scp,Farm 6,20.63459778,-87.06950378,Permanent,Yes,60,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Strongly disagree,0
R_1PcoIxgcQeyW1xF,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1P4LJY0Dk5Y9v0F,Farm 6,20.63459778,-87.06950378,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3QJHFyQW2pIU9Hw,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,0
R_w5IKT3SGmxCa6sx,Farm 6,19.43539429,-99.1427002,Permanent,No,48,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2agXLJCg5FGteuS,Farm 6,19.43539429,-99.1427002,Permanent,Yes,240,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3ltXphI5Xz8WG1I,Farm 6,20.63459778,-87.06950378,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_3IbCMkEtpmBMcN6,Farm 6,19.43539429,-99.1427002,Permanent,No,17,Very satisfied,No,No,Somewhat good,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_1N39M8xeCqZXR5T,Farm 6,19.37159729,-99.15630341,Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_yszB60K7ZhDdg2d,Farm 6,19.43539429,-99.1427002,Permanent,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3sn2QTheIVdX22K,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_x3OcpnrwFqW7AyZ,Farm 6,20.63459778,-87.06950378,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,No,Agree nor disagree,0
R_2Cv5hX3YIYIqbwS,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Don't know,72,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2CBWUjc7BhhJrTF,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,60,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2ype8cqjtwOIfGS,Farm 6,19.43539429,-99.1427002,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_12tJ1gKZeH8vB3R,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3shLHfHe28iLRHQ,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Don't know,18,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_3NFgBo1OXt67wiY,Farm 6,19.43539429,-99.1427002,Permanent,Yes,180,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_33guODwzyNX8iTY,Farm 6,19.37159729,-99.15630341,Permanent,Yes,240,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2VKk8nGkLpOkYFo,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Don't know,48,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2qr749KtbCF5lnm,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3EbYrCBuRKDrFLO,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat disagree,Yes,Somewhat agree,1
R_3rTD9h2wVT9Jkm3,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1ONoNVMimi8jeK6,Farm 6,19.43539429,-99.1427002,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_yI0Ew2A134eJH6p,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2uybZUjLeqXljUU,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,No,5,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,0
R_6lpYo8z7Iaf96XD,Farm 6,19.43539429,-99.1427002,Permanent,Yes,9,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2RP5tstFtALAmFH,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,3,Somewhat dissatisfied,No,No,Very bad,Somewhat disagree,No,Strongly Agree,Don't know,Strongly disagree,0
R_2sZrnDfvnnOlKVb,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,5,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_3e989NVV2Bvhx9w,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,36,Very dissatisfied,No,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,1
R_3QYsACY9JiVfkqZ,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,84,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat disagree,Don't know,Strongly disagree,1
R_3NFfYy9xMXlHz52,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly disagree,Yes,Strongly disagree,1
R_2tbvjkczOoE9BhQ,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1DnU0hgh4GB4k5E,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3g70qi0nx8k2MbM,Farm 6,20.63459778,-87.06950378,Permanent,Yes,3,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FP8jGCbyfAwAwb,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,60,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_Y5hg68WCyYE8Ne9,Farm 6,19.43539429,-99.1427002,Permanent,Yes,204,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1DtWe1stwau3pVe,Farm 6,20.63459778,-87.06950378,Permanent,Yes,48,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Don't know,Strongly disagree,0
R_2BgNQTulV5mvIL0,Farm 6,19.43539429,-99.1427002,Permanent,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Somewhat agree,Don't know,Somewhat agree,1
R_2460TwKfDko9QAi,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,180,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2QmNZPQ1reJq02P,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Very bad,Strongly disagree,No,Somewhat agree,No,Strongly agree,0
R_qKtWxiFI2Y7HNDz,Farm 6,19.43539429,-99.1427002,Permanent,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_WkTw0MEOOjyuIyR,Farm 6,19.35490417,-98.21549988,Seasonal OR temporary,Yes,77,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_PZMF1J3GuzvcFBD,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,11,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_eVQauxOh1PXfFxT,Farm 6,19.43539429,-99.1427002,Permanent,Yes,132,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_30vnXbzp2fvhmVC,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_1Fmj1qp6sBE1GYD,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Don't know,8,Somewhat dissatisfied,No,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,0
R_OoNU9WZZpxRYhO1,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,1
R_3JjYU0Abk4XtYUF,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,10,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1qe8DvBXVhLMS6S,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_PwerSV2TtVLJK6t,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,7,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_27scdmPpFVaHY0S,Farm 6,20.63459778,-87.06950378,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_w1MzzSAXpRxnxTz,Farm 6,19.37159729,-99.15630341,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2R2IgPB1rlyqslZ,Farm 6,19.35490417,-98.21549988,Permanent,Yes,6,Very satisfied,Yes,No,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1gLtSvzw2udE6QT,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,No,9,Somewhat dissatisfied,No,No,Somewhat bad,Somewhat agree,No,Strongly Agree,Yes,Strongly agree,0
R_3DtOiL0h50gk5vd,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,72,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_en84XXGVG2JFik9,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3qkwR0u59omsayv,Farm 6,19.30279541,-98.26059723,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2y75RFcQPABsQ2P,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Don't know,Somewhat good,Somewhat agree,No,Agree nor disagree,Don't know,Strongly disagree,1
R_enx7OGef8x49R9n,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Yes,36,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_42ZvfjEUxkjcN4B,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,132,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_25FsS5nqVkZpsGl,Farm 6,19.43539429,-99.1427002,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_b8bbDJtQuVBft7j,Farm 6,19.30279541,-98.26059723,Seasonal OR temporary,Yes,56,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1esCdxvoJwQdMNm,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Don't know,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_tY6zykThOk36UFz,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,Yes,Strongly Agree,Yes,Agree nor disagree,1
R_s5oDfJsV0iFMNm9,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,180,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_1gI1laKF2Pl6q9Y,Farm 6,19.30279541,-98.26059723,Seasonal OR temporary,Yes,0,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_STqa6yZIaLLOXiF,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Don't know,1,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Agree nor disagree,No,Strongly Agree,Yes,Somewhat agree,1
R_1im7ztRLAkUe8Lp,Farm 6,19.38369751,-99.17569733,Permanent,Yes,1,Very satisfied,No,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_2xRZ4J89HKdH6st,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,132,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2af7CJpNoA1PKgm,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Agree nor disagree,1
R_3MoMUBgsoefRkNm,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_27J6eir6UUv25og,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,1
R_AHix5euURyH1qql,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3kFkxHuMiNHDuJi,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_1hRy5bElKgEtskd,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28GrFOQ7CoDK2Ua,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,5,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2fIMvaYDto1tWfM,Farm 6,19.30279541,-98.26059723,Seasonal OR temporary,Yes,27,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,0
R_UlGkI0CjNxeYjiF,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_3J8cmLnOrlK8bmw,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,No,1,Somewhat Satisfied,No,No,Somewhat good,Strongly agree,No,Strongly Agree,Don't know,Strongly agree,1
R_2fDRq4EAKNZgH0t,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,72,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly agree,1
R_ahgDELllPkMH8g9,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CwhLgf8kgntaM0,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_vYueb9F68ObRt0R,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,No,180,Very satisfied,No,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_3MLtJJ4vtgO8KWd,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_22xkMXavEWrACFz,Farm 6,20.6242981,-87.07700348,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,1
R_1pKyGdYkYVYDqB6,Farm 6,19.30279541,-98.26059723,Seasonal OR temporary,Yes,75,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2tLnJXcKPPlayck,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3oGjA8MACL7LhnZ,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_27vdp1EKx09Iax4,Farm 6,19.49710083,-99.11419678,Seasonal OR temporary,Yes,8,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_3IYkwTojwce07HI,Farm 6,19.43539429,-99.1427002,Permanent,No,120,Very satisfied,Yes,Don't know,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2TnueltvYZHsMl4,Farm 6,19.30279541,-98.26059723,Permanent,Yes,57,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2YIXDChOHuZzPk4,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,96,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_3EGduDdCIVt5Xit,Farm 6,19.43539429,-99.1427002,Seasonal OR temporary,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_33pYeqDayhGJeYF,Farm 6,20.6242981,-87.07700348,Seasonal OR temporary,Yes,24,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1PShSkPzgjaSfyX,Farm 6,20.6242981,-87.07700348,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Somewhat agree,No,Strongly agree,0
R_3h5vNJJ5U0erAIc,Farm 6,19.38369751,-99.17569733,Seasonal OR temporary,Yes,72,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
