Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 2,R_navWLtf73qZp8cW,Farm 7,Woman,1,27,Middle School,Middle School,Permanent,1,Yes,0,1,2,14,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter 
Survey 2,R_dSCuFhqlhyMjdQk,Farm 7,Man,0,21,High School,High School,Permanent,1,Don't know,Don't know,0,9,9,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_lHEsdITgEMi3TBx,Farm 7,Man,0,20,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,2,0,24,Neither satisfied nor dissatisfied,2,Yes,Don't know,Somewhat good,3,Somewhat agree,3,No,,Somewhat disagree,1,Yes,Somewhat agree,3,Neutral
Survey 2,R_gW5YGS92jzOJZHl,Farm 7,Man,0,18,Elementary School,Elementary School,Permanent,1,Yes,0,0,6,6,Somewhat Satisfied,3,Yes,Don't know,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_iIyQi8C0zwjlLDA,Farm 7,Man,0,50,No school,No school,Permanent,1,No,1,9,0,108,Somewhat Satisfied,3,Yes,Don't know,Neither good or bad,2,Strongly agree,4,No,,Somewhat agree,3,Yes,Agree nor disagree,2,Neutral
Survey 2,R_bRE05XCJT9rUXlX,Farm 7,Woman,1,40,Elementary School,Elementary School,Permanent,1,Yes,0,1,3,15,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_2XjSClANvNDFD9R,Farm 7,Woman,1,23,High School,High School,Don't know,Don't know,Yes,0,40,0,480,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Refused,Refused,Neutral
Survey 2,R_1SAczaaD7T2Thob,Farm 7,Woman,1,19,High School,High School,Permanent,1,Yes,0,0,9,9,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Agree nor disagree,2,Promoter
Survey 2,R_khtO9aZ7uRYbd0J,Farm 7,Woman,1,33,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_6BzoDbmhzcOYNFi,Farm 7,Man,0,28,Elementary School,Elementary School,Permanent,1,Yes,0,11,0,132,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Agree nor disagree,2,Neutral
Survey 2,R_9SpUrnbD5fsCmR0,Farm 7,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Agree nor disagree,2,Neutral
Survey 2,R_f2Te00UNUJq9RD2,Farm 7,Woman,1,19,High School,High School,Permanent,1,Yes,0,0,3,3,Very satisfied,4,Yes,Yes,Very good,4,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Refused,Refused,Neutral
Survey 2,R_idp5xRIrGkT93I6,Farm 7,Woman,1,28,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Refused,Refused,Neutral
Survey 2,R_1baS6Afjs3sXBDe,Farm 7,Woman,1,47,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_gbomLLzNJRz67PJ,Farm 7,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,0,4,4,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_iBKifmFn7nd6weX,Farm 7,Woman,1,19,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_gqwIsN5wf8lfRdo,Farm 7,Man,0,53,Elementary School,Elementary School,Permanent,1,Yes,0,2,0,24,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_g3wuM6iteuoH5Ui,Farm 7,Woman,1,24,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_jY6O6cQmbsryQEv,Farm 7,Man,0,56,No school,No school,Permanent,1,Yes,0,7,6,90,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Neutral
Survey 2,R_nTGSWJm3qCnTYTa,Farm 7,Woman,1,27,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,7,19,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_gSjjQMY1wWX2qcn,Farm 7,Man,0,45,Elementary School,Elementary School,Permanent,1,Yes,0,7,0,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_gEHjho5A0HwyMPB,Farm 7,Man,0,41,Middle School,Middle School,Permanent,1,Yes,0,3,6,42,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_e36cQgQtwT5Jphl,Farm 7,Woman,1,30,Middle School,Middle School,Permanent,1,Yes,0,1,3,15,Somewhat Satisfied,3,Don't know,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Demoter
Survey 2,R_aUfCYsrI4kLtZSF,Farm 7,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,4,0,48,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_48BnlZfwiMyAJJt,Farm 7,Woman,1,35,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_1WxnCHiwEDsHMx9,Farm 7,Man,0,26,Elementary School,Elementary School,Permanent,1,Yes,0,9,0,108,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_kOJsUxoLwF7vovr,Farm 7,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_7lsv3QBJ6EogM3e,Farm 7,Woman,1,36,Elementary School,Elementary School,Permanent,1,Yes,0,2,0,24,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_d4RwncAzjDU50vi,Farm 7,Woman,1,48,Elementary School,Elementary School,Seasonal OR temporary,1,Yes,0,5,3,63,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_0IRjZ92ixFnobG6,Farm 7,Man,0,21,Elementary School,Elementary School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_lJYTb16vzKDlkUO,Farm 7,Man,0,22,No school,No school,Seasonal OR temporary,1,Yes,0,3,0,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_be8n082dNbhY7WS,Farm 7,Man,0,28,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_orJWi6OLJ2nImBW,Farm 7,Woman,1,34,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,4,0,48,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_jhgN4FJZFKeaJTr,Farm 7,Man,0,35,High School,High School,Permanent,1,Yes,0,4,0,48,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_fEaPefol88KZAhj,Farm 7,Man,0,28,Middle School,Middle School,Permanent,1,Yes,0,9,0,108,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Promoter
Survey 2,R_5oWtnfWwDvPe7xt,Farm 7,Woman,1,35,No school,No school,Permanent,1,Don't know,Don't know,0,6,6,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_kE5X1bRz2DbTciF,Farm 7,Man,0,31,Elementary School,Elementary School,Permanent,1,Yes,0,7,0,84,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Demoter
Survey 2,R_2cOkOb4JKvGggNB,Farm 7,Woman,1,53,Elementary School,Elementary School,Permanent,1,No,1,6,0,72,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Promoter 
Survey 2,R_bACJkYRjALRGBKp,Farm 7,Man,0,24,High School,High School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_4ZzkHUdivmspjvF,Farm 7,Woman,1,33,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_beK3mPAeVmOrvKW,Farm 7,Man,0,18,High School,High School,Seasonal OR temporary,1,Yes,0,0,3,3,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Neutral
Survey 2,R_85VRsoedxCTSwRD,Farm 7,Man,0,22,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,5,17,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Promoter 
Survey 2,R_fx06VQJvowzsaiu,Farm 7,Woman,1,43,Elementary School,Elementary School,Permanent,1,Yes,0,2,6,30,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Promoter
Survey 2,R_00H9yE60rrA0N8h,Farm 7,Woman,1,36,No school,No school,Seasonal OR temporary,1,Yes,0,2,6,30,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_6EUqdbkjKfFVbcu,Farm 7,Woman,1,23,Elementary School,Elementary School,Seasonal OR temporary,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly disagree,0,Yes,Somewhat disagree,1,Promoter 
Survey 2,R_5AQn80G4NRFcv6b,Farm 7,Woman,1,40,Elementary School,Elementary School,Seasonal OR temporary,1,Yes,0,1,5,17,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Promoter
Survey 2,R_9taI7YnOPuG3ZYR,Farm 7,Woman,1,22,Middle School,Middle School,Permanent,1,Don't know,Don't know,0,10,10,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_eGUGqvqwHhj0p8g,Farm 7,Woman,1,55,No school,No school,Permanent,1,Yes,0,0,4,4,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Agree nor disagree,2,Yes,Strongly agree,4,Demoter
Survey 2,R_o9uWU74cZoXs9Jo,Farm 7,Woman,1,24,Elementary School,Elementary School,Permanent,1,Yes,0,7,0,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Agree nor disagree,2,Yes,Agree nor disagree,2,Promoter 
Survey 2,R_nsW1o2HRIIdNoov,Farm 7,Man,0,49,Elementary School,Elementary School,Permanent,1,Yes,0,7,,84,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_1XK2pBoGn6Tx6V8,Farm 7,Man,0,34,Elementary School,Elementary School,Permanent,1,Yes,0,1,2,14,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Demoter
Survey 2,R_iTReTJdWE4U7Qqf,Farm 7,Man,0,25,High School,High School,Permanent,1,Yes,0,5,5,65,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Somewhat disagree,1,Promoter 
Survey 2,R_amsiAO2Q4M4JpLk,Farm 7,Man,0,28,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,2,6,30,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_4ZL8Kdv8g1NYWSa,Farm 7,Woman,1,45,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_emsJWYLZpvvAWih,Farm 7,Woman,1,28,Middle School,Middle School,Permanent,1,Yes,0,1,6,18,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Yes,Refused,Refused,Promoter 
Survey 2,R_mNumeYAQa2MiSBK,Farm 7,Woman,1,39,Middle School,Middle School,Permanent,1,Yes,0,1,6,18,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_066H0ue9vE9b5za,Farm 7,Woman,1,23,Middle School,Middle School,Permanent,1,Yes,0,4,3,51,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_jv69WwBRJLWZCpk,Farm 7,Woman,1,28,Middle School,Middle School,Permanent,1,Yes,0,2,3,27,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_hy7jkcq9ndCn3qM,Farm 7,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,2,2,26,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_9XZqkLRkOrFlMSY,Farm 7,Man,0,35,No school,No school,Permanent,1,Yes,0,9,0,108,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_oMy2EpgvIlqrMi3,Farm 7,Woman,1,34,High School,High School,Permanent,1,Yes,0,1,3,15,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Neutral
Survey 2,R_gYey2qM09cK4ITg,Farm 7,Woman,1,25,High School,High School,Permanent,1,Yes,0,1,0,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_4arISmIlV5EnxZ5,Farm 7,Man,0,27,High School,High School,Permanent,1,Yes,0,2,6,30,Very dissatisfied,0,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly disagree,0,Don't know,Strongly disagree,0,Neutral
Survey 2,R_0snOhqBngPQuCac,Farm 7,Man,0,27,Middle School,Middle School,Permanent,1,Yes,0,1,6,18,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_7DRcWid5xh7WBbi,Farm 7,Woman,1,38,Elementary School,Elementary School,Permanent,1,Yes,0,0,6,6,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Somewhat agree,3,Yes,Refused,Refused,Promoter 
Survey 2,R_8hvJ8YBI1tGIZji,Farm 7,Man,0,61,Elementary School,Elementary School,Permanent,1,Yes,0,2,3,27,Neither satisfied nor dissatisfied,2,Don't know,No,Neither good or bad,2,Strongly agree,4,No,,Somewhat agree,3,Don't know,Strongly disagree,0,Promoter 
Survey 2,R_jViTr8IOhiHFufo,Farm 7,Woman,1,21,High School,High School,Permanent,1,Yes,0,3,0,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_7pIHWPz6NM0uebW,Farm 7,Man,0,47,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 2,R_0szBQx5qvMmK3Wl,Farm 7,Man,0,19,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,0,5,5,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Demoter
Survey 2,R_9vsl4KmQRJ3NF1Q,Farm 7,Man,0,22,Elementary School,Elementary School,Permanent,1,Yes,0,0,1,1,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter 
Survey 2,R_ciAtHXxcSw08aEv,Farm 7,Man,0,26,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_0kxAJhNlTGT9tF7,Farm 7,Woman,1,28,Elementary School,Elementary School,Permanent,1,Yes,0,0,5,5,Very satisfied,4,Refused,Don't know,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_9WsVLLa2pYSZIRc,Farm 7,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,2,6,30,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_c9caCtAzM5PBrLD,Farm 7,Woman,1,25,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,2,0,24,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_8BttAtSF295WSLm,Farm 7,Man,0,25,Middle School,Middle School,Permanent,1,Don't know,Don't know,2,0,24,Very satisfied,4,Yes,No,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_fhxznX29huBCjvN,Farm 7,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,2,0,24,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Agree nor disagree,2,Promoter 
Survey 2,R_9s2J3DqTzoC99yC,Farm 7,Woman,1,49,Elementary School,Elementary School,Permanent,1,Yes,0,1,2,14,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Promoter
Survey 2,R_3UgTKQ1ybQ2du7p,Farm 7,Woman,1,21,Elementary School,Elementary School,Permanent,1,Yes,0,0,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,Yes,1 occasion,Strongly disagree,0,Yes,Strongly disagree,0,Neutral
Survey 2,R_8R4JegKY4Hb5XIz,Farm 7,Man,0,20,No school,No school,Permanent,1,Yes,0,0,3,3,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter
Survey 2,R_2JQmpcYMd7azTpN,Farm 7,Woman,1,35,Middle School,Middle School,Permanent,1,Yes,0,1,0,12,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly agree,4,Yes,1 occasion,Agree nor disagree,2,Yes,Somewhat disagree,1,Neutral
Survey 2,R_cT6p8xYnAVEFBOu,Farm 7,Woman,1,40,Middle School,Middle School,Seasonal OR temporary,1,Yes,0,1,2,14,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_dixDXEtszyUttjS,Farm 7,Man,0,35,High School,High School,Permanent,1,Yes,0,0,6,6,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly disagree,0,Yes,2 occasions,Strongly Agree,4,No,Strongly agree,4,Neutral
Survey 2,R_lCZCWR2sGelBXOK,Farm 7,Woman,1,20,High School,High School,Permanent,1,Yes,0,1,6,18,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Agree nor disagree,2,Neutral
Survey 2,R_lxLSCuJQntI9OE1,Farm 7,Woman,1,35,Elementary School,Elementary School,Seasonal OR temporary,1,Yes,0,1,2,14,Neither satisfied nor dissatisfied,2,No,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_9LqJ1gaLyjEUnQ4,Farm 7,Woman,1,23,High School,High School,Permanent,1,Yes,0,1,5,17,Somewhat Satisfied,3,No,Yes,Neither good or bad,2,Strongly disagree,0,Yes,1 occasion,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 2,R_aGO2pBCrKUDlmMb,Farm 7,Woman,1,39,Elementary School,Elementary School,Permanent,1,Yes,0,3,0,36,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Promoter
Survey 2,R_boMGor1u27uOAIH,Farm 7,Man,0,29,High School,High School,Permanent,1,Yes,0,2,0,24,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_ob1I54bCRpYmp8h,Farm 7,Man,0,51,Elementary School,Elementary School,Permanent,1,Yes,0,0,7,7,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 2,R_bmcj6y4JD5AcMAh,Farm 7,Man,0,50,No school,No school,Permanent,1,Don't know,Don't know,3,6,42,Very satisfied,4,Yes,No,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_c6LMLDK4REm24Th,Farm 7,Man,0,42,Elementary School,Elementary School,Permanent,1,Yes,0,0,3,3,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_l35ucmBpHP3MHSY,Farm 7,Man,0,21,High School,High School,Permanent,1,Yes,0,0,6,6,Very satisfied,4,Yes,No,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 2,R_53bbtMizn15DPib,Farm 7,Man,0,20,Elementary School,Elementary School,Permanent,1,Yes,0,1,3,15,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Don't know,Somewhat agree,3,Promoter 
Survey 2,R_8EnN8zW5jjuAJ4v,Farm 7,Man,0,25,High School,High School,Permanent,1,Yes,0,0,5,5,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_4U2y8AO3Qz7AiWH,Farm 7,Woman,1,22,High School,High School,Permanent,1,No,1,0,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 2,R_acfC5iK2GyBojVZ,Farm 7,Man,0,50,Middle School,Middle School,Permanent,1,Yes,0,1,2,14,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Yes,Somewhat agree,3,Demoter
Survey 2,R_h0Fomn1zcIP1gTh,Farm 7,Woman,1,21,Middle School,Middle School,Permanent,1,Yes,0,0,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Yes,Refused,Refused,Promoter
Survey 2,R_oheLUg4G8liVvSo,Farm 7,Man,0,28,Middle School,Middle School,Permanent,1,Yes,0,0,8,8,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Somewhat agree,3,No,,Somewhat agree,3,Don't know,Agree nor disagree,2,Neutral
Survey 2,R_2SBjWQpoAKtb9iC,Farm 7,Man,0,51,Elementary School,Elementary School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Neutral
Survey 2,R_2ShJN2Zv7w7Q2R1,Farm 7,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,0,6,6,Very satisfied,4,Yes,Don't know,Very good,4,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter 
Survey 2,R_iJJA9lT1A3JQFEQ,Farm 7,Woman,1,43,Middle School,Middle School,Permanent,1,Yes,0,0,8,8,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Refused,Refused,Promoter
Survey 2,R_emhVJHq7BZsU2IM,Farm 7,Man,0,29,Middle School,Middle School,Permanent,1,Yes,0,0,2,2,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Somewhat disagree,1,Yes,Refused,Refused,Neutral
Survey 2,R_1oayqMvEvhDgzeZ,Farm 7,Man,0,32,Elementary School,Elementary School,Permanent,1,Yes,0,2,0,24,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly agree,4,No,,Strongly Agree,4,Yes,Strongly agree,4,Promoter
